millis,mx,my,mz
2025-04-14 12:49:52.995472,-8.752441,26.611328,-68.041992
2025-04-14 12:49:53.008472,-8.703613,25.854492,-68.896484
2025-04-14 12:49:53.021472,-9.179688,25.305176,-69.323730
2025-04-14 12:49:53.033472,-8.886719,25.256348,-70.080566
2025-04-14 12:49:53.046472,-9.497070,25.817871,-68.945312
2025-04-14 12:49:53.059472,-10.058594,25.866699,-70.312500
2025-04-14 12:49:53.072472,-9.704590,25.524902,-72.119141
2025-04-14 12:49:53.085472,-10.021973,25.427246,-73.315430
2025-04-14 12:49:53.098472,-10.791016,25.476074,-74.816895
2025-04-14 12:49:53.111472,-10.510254,25.268555,-77.099609
2025-04-14 12:49:53.124472,-11.340332,24.572754,-80.688477
2025-04-14 12:49:53.137472,-12.255859,23.315430,-84.301758
2025-04-14 12:49:53.150472,-12.890625,22.106934,-89.770508
2025-04-14 12:49:53.162472,-15.112305,20.080566,-98.767090
2025-04-14 12:49:53.175472,-21.459961,17.077637,-115.588379
2025-04-14 12:49:53.188472,-39.160156,9.130859,-149.060059
2025-04-14 12:49:53.201472,-88.586426,-7.690430,-208.789062
2025-04-14 12:49:53.214472,-214.819336,-41.674805,-269.311523
2025-04-14 12:49:53.227472,-400.000000,-83.837891,-212.597656
2025-04-14 12:49:53.240472,-400.000000,-81.384277,67.297363
2025-04-14 12:49:53.253472,-400.000000,-33.337402,323.376465
2025-04-14 12:49:53.266472,-366.296387,1.770020,399.987793
2025-04-14 12:49:53.279472,-332.714844,6.066895,399.987793
2025-04-14 12:49:53.292472,-395.385742,-12.670898,329.272461
2025-04-14 12:49:53.304472,-400.000000,-34.619141,167.517090
2025-04-14 12:49:53.317472,-400.000000,-43.554688,-2.099609
2025-04-14 12:49:53.330472,-372.058105,-39.575195,-131.433105
2025-04-14 12:49:53.343472,-257.604980,-28.173828,-192.114258
2025-04-14 12:49:53.356472,-147.314453,-12.500000,-191.076660
2025-04-14 12:49:53.369472,-77.783203,1.586914,-160.644531
2025-04-14 12:49:53.382472,-44.274902,10.363770,-130.371094
2025-04-14 12:49:53.395472,-27.868652,16.333008,-109.509277
2025-04-14 12:49:53.408472,-17.480469,19.836426,-91.735840
2025-04-14 12:49:53.421472,-11.437988,22.656250,-79.760742
2025-04-14 12:49:53.434472,-8.898926,24.279785,-71.520996
2025-04-14 12:49:53.446472,-7.470703,25.134277,-67.175293
2025-04-14 12:49:53.459472,-7.287598,26.159668,-63.476562
2025-04-14 12:49:53.472472,-6.652832,26.794434,-61.926270
2025-04-14 12:49:53.485472,-6.579590,27.087402,-60.241699
2025-04-14 12:49:53.498472,-5.981445,27.197266,-59.362793
2025-04-14 12:49:53.511472,-6.530762,27.282715,-57.995605
2025-04-14 12:49:53.524472,-5.688477,28.088379,-58.264160
2025-04-14 12:49:53.537472,-5.957031,27.392578,-56.921387
2025-04-14 12:49:53.550472,-6.408691,27.319336,-57.360840
2025-04-14 12:49:53.563472,-6.201172,27.343750,-57.714844
2025-04-14 12:49:53.575472,-5.505371,27.343750,-57.678223
2025-04-14 12:49:53.588472,-5.725098,27.246094,-57.360840
2025-04-14 12:49:53.601472,-5.834961,27.368164,-56.896973
2025-04-14 12:49:53.614472,-6.481934,27.966309,-57.836914
2025-04-14 12:49:53.627472,-5.847168,28.503418,-59.082031
2025-04-14 12:49:53.640472,-6.787109,27.807617,-57.727051
2025-04-14 12:49:53.653472,-6.604004,27.294922,-58.288574
2025-04-14 12:49:53.666472,-6.774902,27.587891,-58.471680
2025-04-14 12:49:53.679472,-6.567383,27.563477,-59.814453
2025-04-14 12:49:53.692472,-6.970215,27.404785,-59.692383
2025-04-14 12:49:53.705472,-6.896973,27.453613,-59.960938
2025-04-14 12:49:53.717472,-7.397461,27.709961,-60.021973
2025-04-14 12:49:53.730472,-7.287598,27.636719,-60.107422
2025-04-14 12:49:53.743472,-6.921387,27.185059,-60.156250
2025-04-14 12:49:53.756472,-7.116699,27.319336,-60.974121
2025-04-14 12:49:53.769472,-7.434082,27.282715,-60.290527
2025-04-14 12:49:53.782472,-7.373047,27.612305,-60.974121
2025-04-14 12:49:53.795472,-7.226562,26.855469,-62.707520
2025-04-14 12:49:53.808472,-8.105469,27.392578,-62.292480
2025-04-14 12:49:53.821472,-7.763672,27.062988,-62.731934
2025-04-14 12:49:53.834472,-7.641602,27.441406,-62.658691
2025-04-14 12:49:53.846472,-8.251953,27.087402,-63.269043
2025-04-14 12:49:53.859472,-8.117676,26.367188,-63.940430
2025-04-14 12:49:53.872472,-7.788086,27.368164,-63.830566
2025-04-14 12:49:53.885472,-7.824707,27.282715,-63.024902
2025-04-14 12:49:53.898472,-8.129883,26.782227,-64.038086
2025-04-14 12:49:53.911472,-8.471680,27.038574,-64.440918
2025-04-14 12:49:53.924472,-8.178711,26.647949,-64.208984
2025-04-14 12:49:53.937472,-8.520508,27.136230,-64.477539
2025-04-14 12:49:53.950472,-8.520508,27.014160,-64.489746
2025-04-14 12:49:53.963472,-8.361816,26.599121,-63.305664
2025-04-14 12:49:53.976472,-7.739258,26.757812,-63.635254
2025-04-14 12:49:53.988472,-8.435059,26.586914,-64.050293
2025-04-14 12:49:54.001472,-8.081055,27.050781,-64.416504
2025-04-14 12:49:54.014472,-8.422852,27.001953,-65.124512
2025-04-14 12:49:54.027472,-8.374023,26.867676,-63.281250
2025-04-14 12:49:54.040472,-8.239746,26.818848,-63.842773
2025-04-14 12:49:54.053472,-8.447266,26.928711,-64.575195
2025-04-14 12:49:54.066472,-8.203125,26.501465,-65.747070
2025-04-14 12:49:54.079472,-8.117676,26.184082,-64.807129
2025-04-14 12:49:54.092472,-8.117676,26.770020,-64.416504
2025-04-14 12:49:54.105472,-8.105469,26.733398,-64.941406
2025-04-14 12:49:54.118472,-8.483887,26.281738,-64.685059
2025-04-14 12:49:54.130472,-8.105469,26.074219,-64.306641
2025-04-14 12:49:54.143472,-8.325195,26.477051,-64.465332
2025-04-14 12:49:54.156472,-8.825684,26.599121,-65.307617
2025-04-14 12:49:54.169472,-8.996582,26.550293,-65.905762
2025-04-14 12:49:54.182472,-8.288574,26.940918,-65.844727
2025-04-14 12:49:54.195472,-9.008789,26.831055,-64.941406
2025-04-14 12:49:54.208472,-8.837891,26.794434,-66.406250
2025-04-14 12:49:54.221472,-9.106445,26.074219,-66.125488
2025-04-14 12:49:54.234472,-8.325195,26.110840,-66.125488
2025-04-14 12:49:54.247472,-8.666992,26.342773,-66.247559
2025-04-14 12:49:54.259472,-8.728027,26.354980,-65.319824
2025-04-14 12:49:54.272472,-8.496094,26.196289,-66.455078
2025-04-14 12:49:54.285472,-8.386230,26.330566,-66.284180
2025-04-14 12:49:54.298472,-8.459473,26.049805,-66.210938
2025-04-14 12:49:54.311472,-8.642578,26.062012,-65.490723
2025-04-14 12:49:54.324472,-9.082031,26.074219,-66.052246
2025-04-14 12:49:54.337472,-9.228516,25.976562,-64.514160
2025-04-14 12:49:54.350472,-8.081055,26.452637,-66.162109
2025-04-14 12:49:54.363472,-8.679199,26.025391,-65.356445
2025-04-14 12:49:54.376472,-8.850098,25.866699,-67.053223
2025-04-14 12:49:54.389472,-8.459473,26.037598,-65.393066
2025-04-14 12:49:54.401472,-8.630371,26.147461,-66.088867
2025-04-14 12:49:54.414472,-8.898926,25.573730,-65.832520
2025-04-14 12:49:54.427472,-8.532715,25.292969,-66.149902
2025-04-14 12:49:54.440472,-8.154297,26.208496,-66.015625
2025-04-14 12:49:54.453472,-8.105469,26.208496,-65.783691
2025-04-14 12:49:54.466472,-8.459473,26.318359,-67.761230
2025-04-14 12:49:54.479472,-8.239746,25.561523,-67.749023
2025-04-14 12:49:54.492472,-7.971191,25.634766,-67.382812
2025-04-14 12:49:54.505472,-8.386230,25.512695,-67.199707
2025-04-14 12:49:54.518472,-8.093262,25.073242,-68.371582
2025-04-14 12:49:54.530472,-8.508301,24.670410,-69.848633
2025-04-14 12:49:54.543472,-8.422852,24.304199,-69.287109
2025-04-14 12:49:54.556472,-8.129883,24.365234,-69.580078
2025-04-14 12:49:54.569472,-8.850098,24.316406,-71.777344
2025-04-14 12:49:54.582472,-8.410645,24.157715,-72.473145
2025-04-14 12:49:54.595472,-8.337402,23.352051,-71.911621
2025-04-14 12:49:54.608472,-8.886719,23.291016,-71.520996
2025-04-14 12:49:54.621472,-8.227539,23.486328,-71.374512
2025-04-14 12:49:54.634472,-8.557129,22.949219,-71.069336
2025-04-14 12:49:54.647472,-8.593750,23.107910,-71.093750
2025-04-14 12:49:54.660472,-8.789062,22.644043,-71.301270
2025-04-14 12:49:54.672472,-9.082031,22.583008,-71.813965
2025-04-14 12:49:54.685472,-8.569336,22.448730,-71.643066
2025-04-14 12:49:54.698472,-8.361816,22.436523,-71.289062
2025-04-14 12:49:54.711472,-8.630371,22.790527,-71.520996
2025-04-14 12:49:54.724472,-8.642578,23.425293,-72.631836
2025-04-14 12:49:54.737472,-8.996582,23.107910,-71.911621
2025-04-14 12:49:54.750472,-8.642578,22.619629,-72.570801
2025-04-14 12:49:54.763472,-8.715820,23.034668,-72.644043
2025-04-14 12:49:54.776472,-8.593750,23.071289,-73.278809
2025-04-14 12:49:54.789472,-8.776855,22.729492,-72.131348
2025-04-14 12:49:54.802472,-8.532715,22.509766,-72.717285
2025-04-14 12:49:54.814472,-8.593750,22.790527,-71.545410
2025-04-14 12:49:54.827472,-8.728027,23.059082,-73.217773
2025-04-14 12:49:54.840472,-8.715820,22.888184,-72.644043
2025-04-14 12:49:54.853472,-8.569336,22.485352,-73.181152
